Total_visa,c_withdraw,certified,company,denied,job_location,job_name,number_j_location,number_j_name,salary,withdraw,year
29824,18,6631,Accenture Llp,9,"Atlanta,GA,Houston,TX,Chicago,IL,Hartford,CT,Charlotte,NC","Computer ProgrammerConfigurer ,Computer Systems Analyst ,Computer SpecialistTesting And Quality Analyst ,Computer Systems Analyst ,Computer SpecialistSystem Support And Development Admin ","904,864,716,604,589","3326,3231,2213,1758,1573","$88,466",32,2017
29824,51,9376,Accenture Llp,13,"Atlanta,GA,Houston,TX,Chicago,IL,Hartford,CT,Charlotte,NC","Computer ProgrammerConfigurer ,Computer Systems Analyst ,Computer SpecialistTesting And Quality Analyst ,Computer Systems Analyst ,Computer SpecialistSystem Support And Development Admin ","904,864,716,604,589","3326,3231,2213,1758,1573","$81,584",39,2016
17927,0,276,Deloitte & Touche Llp,6,"Philadelphia,PA,Lake MaryFL,New YorkNY,Chicago,IL,Atlanta,GA","Senior Consultant,Consultant,Manager,Specialist Senior,Senior Solution Engineer","796,518,516,368,307","1812,1412,1021,362,353","$82,447",0,2018
17927,0,304,Deloitte & Touche Llp,3,"Philadelphia,PA,Lake MaryFL,New YorkNY,Chicago,IL,Atlanta,GA","Senior Consultant,Consultant,Manager,Specialist Senior,Senior Solution Engineer","796,518,516,368,307","1812,1412,1021,362,353","$81,365",1,2017
17927,0,393,Deloitte & Touche Llp,2,"Philadelphia,PA,Lake MaryFL,New YorkNY,Chicago,IL,Atlanta,GA","Senior Consultant,Consultant,Manager,Specialist Senior,Senior Solution Engineer","796,518,516,368,307","1812,1412,1021,362,353","$69,443",3,2016
30890,62,6330,"Tech Mahindra (Americas), Inc.",4,"Richardson,TX,Atlanta,GA,St LouisMO,Redmond,WA,San JoseCA","Computer Programmer,Systems Analyst,Software Test Engineer,Computer Systems Analyst,Solutions Architect","2486,1320,1152,919,775","4531,1779,1675,1179,1135","$81,334",68,2018
30890,227,8228,"Tech Mahindra (Americas), Inc.",11,"Richardson,TX,Atlanta,GA,St LouisMO,Redmond,WA,San JoseCA","Computer Programmer,Systems Analyst,Software Test Engineer,Computer Systems Analyst,Solutions Architect","2486,1320,1152,919,775","4531,1779,1675,1179,1135","$78,541",83,2017
30890,90,8331,"Tech Mahindra (Americas), Inc.",17,"Richardson,TX,Atlanta,GA,St LouisMO,Redmond,WA,San JoseCA","Computer Programmer,Systems Analyst,Software Test Engineer,Computer Systems Analyst,Solutions Architect","2486,1320,1152,919,775","4531,1779,1675,1179,1135","$97,391",178,2016
41557,449,6221,Capgemini U.S. Llc,17,"Atlanta,GA,New YorkNY,Riverwoods,IL,Chicago,IL,Charlotte,NC","Software Engineer ,ProgrammerDeveloper ,Test Consultant ,Programmer Developer ,ProgrammerDeveloper","3718,2600,1444,1313,1026","2720,2186,1929,1922,1507","$84,458",52,2018
41557,571,8978,Capgemini U.S. Llc,34,"Atlanta,GA,New YorkNY,Riverwoods,IL,Chicago,IL,Charlotte,NC","Software Engineer ,ProgrammerDeveloper ,Test Consultant ,Programmer Developer ,ProgrammerDeveloper","3718,2600,1444,1313,1026","2720,2186,1929,1922,1507","$80,081",132,2017
41557,428,16652,Capgemini U.S. Llc,87,"Atlanta,GA,New YorkNY,Riverwoods,IL,Chicago,IL,Charlotte,NC","Software Engineer ,ProgrammerDeveloper ,Test Consultant ,Programmer Developer ,ProgrammerDeveloper","3718,2600,1444,1313,1026","2720,2186,1929,1922,1507","$93,212",312,2016
41448,492,6302,IBM Corporation,65,"Atlanta,GA,Dallas,TX,Middletown,NJ,Cary,NC,San JoseCA","Application Developer,It Specialist,Managing Consultant,Consultant,Application Programmer","1393,1328,1097,1008,934","3011,2070,1203,1170,1145","$100,513",1487,2018
41448,587,8889,IBM Corporation,78,"Atlanta,GA,Dallas,TX,Middletown,NJ,Cary,NC,San JoseCA","Application Developer,It Specialist,Managing Consultant,Consultant,Application Programmer","1393,1328,1097,1008,934","3011,2070,1203,1170,1145","$89,258",1734,2017
41448,700,9579,IBM Corporation,81,"Atlanta,GA,Dallas,TX,Middletown,NJ,Cary,NC,San JoseCA","Application Developer,It Specialist,Managing Consultant,Consultant,Application Programmer","1393,1328,1097,1008,934","3011,2070,1203,1170,1145","$87,378",2024,2016
2,7,14493,Tata Consultancy Services Limited,17,"Atlanta,GA,Irving,TX,New YorkNY,Chicago,IL,San AntonioTX","Developer,Developer User Interface,Architect,Analyst,Engineer","1587,1171,1139,1085,969","15171,9497,4290,2760,1916","$82,944",87,2018
2,19,13435,Tata Consultancy Services Limited,28,"Atlanta,GA,Irving,TX,New YorkNY,Chicago,IL,San AntonioTX","Developer,Developer User Interface,Architect,Analyst,Engineer","1587,1171,1139,1085,969","15171,9497,4290,2760,1916","$79,540",54,2017
2,19,13072,Tata Consultancy Services Limited,13,"Atlanta,GA,Irving,TX,New YorkNY,Chicago,IL,San AntonioTX","Developer,Developer User Interface,Architect,Analyst,Engineer","1587,1171,1139,1085,969","15171,9497,4290,2760,1916","$76,098",30,2016
60259,1,11629,Infosys Limited,0,"Sunnyvale,CA,Phoenix,AZ,Charlotte,NC,Atlanta,GA,Houston,TX","Technology Lead  Us,Technology Analyst  Us,Consultant  Us,Technology Lead  Us  Practitioner,Systems Engineer  Us","1851,1601,1373,1194,945","7723,5380,2454,2329,1864","$88,301",12,2018
60259,13,20614,Infosys Limited,4,"Sunnyvale,CA,Phoenix,AZ,Charlotte,NC,Atlanta,GA,Houston,TX","Technology Lead  Us,Technology Analyst  Us,Consultant  Us,Technology Lead  Us  Practitioner,Systems Engineer  Us","1851,1601,1373,1194,945","7723,5380,2454,2329,1864","$82,993",6,2017
60259,3,25375,Infosys Limited,5,"Sunnyvale,CA,Phoenix,AZ,Charlotte,NC,Atlanta,GA,Houston,TX","Technology Lead  Us,Technology Analyst  Us,Consultant  Us,Technology Lead  Us  Practitioner,Systems Engineer  Us","1851,1601,1373,1194,945","7723,5380,2454,2329,1864","$81,704",23,2016
3927,33,881,Mindtree Limited,0,"Redmond,WA,Dallas,TX,Atlanta,GA,New YorkNY,Bethesda,MD","Module Lead,Technical Manager,Technical Lead,Technical LeadProject Lead,Test Lead","454,141,106,106,98","317,314,264,250,190","$87,355",4,2018
3927,0,813,Mindtree Limited,3,"Redmond,WA,Dallas,TX,Atlanta,GA,New YorkNY,Bethesda,MD","Module Lead,Technical Manager,Technical Lead,Technical LeadProject Lead,Test Lead","454,141,106,106,98","317,314,264,250,190","$78,771",4,2017
3927,0,798,Mindtree Limited,6,"Redmond,WA,Dallas,TX,Atlanta,GA,New YorkNY,Bethesda,MD","Module Lead,Technical Manager,Technical Lead,Technical LeadProject Lead,Test Lead","454,141,106,106,98","317,314,264,250,190","$75,773",3,2016
1142,0,0,Populus Group,0,,,,,-,0,2018
1142,2,0,Populus Group,0,,,,,"$107,640",0,2017
1142,65,0,Populus Group,0,,,,,"$83,893",0,2016
4219,8,717,Cummins Inc.,5,"Columbus,IN,Fridley,MN,Seymour,IN,Shoreview,MN,Memphis,TN","Thermal And Fluid Science Engineer,Product Validation Engineer,Product Design Engineer,Electronic Controls  Engineer,It Business Analyst  Senior","1407,179,177,172,92","56,53,51,45,42","$86,155",111,2018
4219,4,686,Cummins Inc.,14,"Columbus,IN,Fridley,MN,Seymour,IN,Shoreview,MN,Memphis,TN","Thermal And Fluid Science Engineer,Product Validation Engineer,Product Design Engineer,Electronic Controls  Engineer,It Business Analyst  Senior","1407,179,177,172,92","56,53,51,45,42","$84,885",146,2017
4219,24,500,Cummins Inc.,6,"Columbus,IN,Fridley,MN,Seymour,IN,Shoreview,MN,Memphis,TN","Thermal And Fluid Science Engineer,Product Validation Engineer,Product Design Engineer,Electronic Controls  Engineer,It Business Analyst  Senior","1407,179,177,172,92","56,53,51,45,42","$80,471",267,2016
4560,95,799,Linkedin Corporation,3,"Sunnyvale,CA,Mountain ViewCA,San FranciscoCA,New YorkNY,Carpinteria,CA","Software Engineer,Senior Software Engineer,Sr Software Engineer,Staff Software Engineer,Manager Software Engineering","1263,789,316,58,11","618,559,149,114,55","$163,646",8,2018
4560,177,665,Linkedin Corporation,3,"Sunnyvale,CA,Mountain ViewCA,San FranciscoCA,New YorkNY,Carpinteria,CA","Software Engineer,Senior Software Engineer,Sr Software Engineer,Staff Software Engineer,Manager Software Engineering","1263,789,316,58,11","618,559,149,114,55","$156,335",6,2017
4560,143,549,Linkedin Corporation,1,"Sunnyvale,CA,Mountain ViewCA,San FranciscoCA,New YorkNY,Carpinteria,CA","Software Engineer,Senior Software Engineer,Sr Software Engineer,Staff Software Engineer,Manager Software Engineering","1263,789,316,58,11","618,559,149,114,55","$154,089",8,2016
6259,3,819,"Oracle America, Inc.",5,"Redwood ShoresCA,Santa ClaraCA,Austin,TX,Seattle,WA,Burlington,MA","Software Developer,Applications Developer,Consultant,Senior Principal Consultant,Consulting Technical Manager","289,112,106,96,75","486,186,136,127,88","$136,852",5,2018
6259,0,852,"Oracle America, Inc.",3,"Redwood ShoresCA,Santa ClaraCA,Austin,TX,Seattle,WA,Burlington,MA","Software Developer,Applications Developer,Consultant,Senior Principal Consultant,Consulting Technical Manager","289,112,106,96,75","486,186,136,127,88","$129,315",6,2017
6259,13,799,"Oracle America, Inc.",8,"Redwood ShoresCA,Santa ClaraCA,Austin,TX,Seattle,WA,Burlington,MA","Software Developer,Applications Developer,Consultant,Senior Principal Consultant,Consulting Technical Manager","289,112,106,96,75","486,186,136,127,88","$123,576",14,2016
3339,29,690,"Fujitsu America, Inc.",8,"Richardson,TX,Pittsburgh,PA,New YorkNY,Durham,NC,Sunnyvale,CA","Computer Software Engineer Applications,Database Administrator,Computer Programmer,Network And Computer Systems Administrator,Member Of Research Staff","197,196,88,51,45","1785,213,188,18,11","$85,195",43,2018
3339,3,852,"Fujitsu America, Inc.",8,"Richardson,TX,Pittsburgh,PA,New YorkNY,Durham,NC,Sunnyvale,CA","Computer Software Engineer Applications,Database Administrator,Computer Programmer,Network And Computer Systems Administrator,Member Of Research Staff","197,196,88,51,45","1785,213,188,18,11","$82,123",10,2017
3339,55,588,"Fujitsu America, Inc.",0,"Richardson,TX,Pittsburgh,PA,New YorkNY,Durham,NC,Sunnyvale,CA","Computer Software Engineer Applications,Database Administrator,Computer Programmer,Network And Computer Systems Administrator,Member Of Research Staff","197,196,88,51,45","1785,213,188,18,11","$80,584",10,2016
1426,0,253,Techland Inc,0,"San JuanPR,Guaynabo,PR,Doral,FL,New YorkNY,Atlanta,GA","Programmer Analyst,Software Engineer,System Analyst,Computer Programmer,Systems Analyst","239,133,86,44,17","258,255,87,82,65","$97,969",0,2018
1426,0,866,Techland Inc,2,"San JuanPR,Guaynabo,PR,Doral,FL,New YorkNY,Atlanta,GA","Programmer Analyst,Software Engineer,System Analyst,Computer Programmer,Systems Analyst","239,133,86,44,17","258,255,87,82,65","$85,461",15,2017
1426,0,36,Techland Inc,1,"San JuanPR,Guaynabo,PR,Doral,FL,New YorkNY,Atlanta,GA","Programmer Analyst,Software Engineer,System Analyst,Computer Programmer,Systems Analyst","239,133,86,44,17","258,255,87,82,65","$86,202",0,2016
1304,4,56,Randstad Technologies,0,"Charlotte,NC,Malvern,PA,Boston,MA,Chicago,IL,Addison,TX","Senior Software Developer,Software Developer,Senior Business Analyst,Senior Software Engineer,Business Analyst","249,54,34,29,29","560,103,23,20,19","$111,108",1,2018
1304,0,8,Randstad Technologies,0,"Charlotte,NC,Malvern,PA,Boston,MA,Chicago,IL,Addison,TX","Senior Software Developer,Software Developer,Senior Business Analyst,Senior Software Engineer,Business Analyst","249,54,34,29,29","560,103,23,20,19","$103,680",0,2017
1304,0,0,Randstad Technologies,0,"Charlotte,NC,Malvern,PA,Boston,MA,Chicago,IL,Addison,TX","Senior Software Developer,Software Developer,Senior Business Analyst,Senior Software Engineer,Business Analyst","249,54,34,29,29","560,103,23,20,19",-,0,2016
3399,17,742,"Synechron, Inc.",2,"Charlotte,NC,Nashville,TN,New YorkNY,Sterling,VA,Jacksonville,FL","Associate SpecialistTechnologySoftware Developer,SpecialistTechnologySoftware Developer,Lead  Technology,Software Developer,Senior Associate  Software","741,404,215,141,74","138,113,92,86,74","$91,392",25,2018
3399,12,882,"Synechron, Inc.",6,"Charlotte,NC,Nashville,TN,New YorkNY,Sterling,VA,Jacksonville,FL","Associate SpecialistTechnologySoftware Developer,SpecialistTechnologySoftware Developer,Lead  Technology,Software Developer,Senior Associate  Software","741,404,215,141,74","138,113,92,86,74","$87,362",29,2017
3399,18,650,"Synechron, Inc.",1,"Charlotte,NC,Nashville,TN,New YorkNY,Sterling,VA,Jacksonville,FL","Associate SpecialistTechnologySoftware Developer,SpecialistTechnologySoftware Developer,Lead  Technology,Software Developer,Senior Associate  Software","741,404,215,141,74","138,113,92,86,74","$88,152",20,2016
4656,0,995,VM Ware Inc,12,"Palo AltoCA,Atlanta,GA,Bellevue,WA,Austin,TX,Broomfield,CO","Member Of Technical Staff,Member Of Technical Staff  Software Engineering,Staff Engineer,Senior Member Of Technical Staff  Software Engineering,Sr Member Of Technical Staff","1833,352,114,49,35","585,329,168,105,53","$134,081",2,2018
4656,6,936,VM Ware Inc,9,"Palo AltoCA,Atlanta,GA,Bellevue,WA,Austin,TX,Broomfield,CO","Member Of Technical Staff,Member Of Technical Staff  Software Engineering,Staff Engineer,Senior Member Of Technical Staff  Software Engineering,Sr Member Of Technical Staff","1833,352,114,49,35","585,329,168,105,53","$130,214",11,2017
4656,3,512,VM Ware Inc,17,"Palo AltoCA,Atlanta,GA,Bellevue,WA,Austin,TX,Broomfield,CO","Member Of Technical Staff,Member Of Technical Staff  Software Engineering,Staff Engineer,Senior Member Of Technical Staff  Software Engineering,Sr Member Of Technical Staff","1833,352,114,49,35","585,329,168,105,53","$132,616",0,2016
986,0,0,V-Soft consulting group,0,,,,,-,0,2018
986,0,0,V-Soft consulting group,0,,,,,-,0,2017
986,0,0,V-Soft consulting group,0,,,,,-,0,2016
1330,0,0,VIRTUSA,0,,,,,-,0,2018
1330,0,0,VIRTUSA,0,,,,,-,0,2017
1330,0,0,VIRTUSA,0,,,,,-,0,2016
5012,119,1039,Bank Of America N.A.,10,"Charlotte,NC,New YorkNY,Plano,TX,Jersey CityNJ,Chicago,IL","Avp Programmer Prof Mkts,Officer Tech Prog Associate,Vp Programmer Prof Mkts,Assistant Vice President Quantitative Finance Analyst,Technology Associate","933,854,186,164,158","100,92,90,84,69","$119,291",6,2018
5012,53,963,Bank Of America N.A.,12,"Charlotte,NC,New YorkNY,Plano,TX,Jersey CityNJ,Chicago,IL","Avp Programmer Prof Mkts,Officer Tech Prog Associate,Vp Programmer Prof Mkts,Assistant Vice President Quantitative Finance Analyst,Technology Associate","933,854,186,164,158","100,92,90,84,69","$113,626",2,2017
5012,78,872,Bank Of America N.A.,9,"Charlotte,NC,New YorkNY,Plano,TX,Jersey CityNJ,Chicago,IL","Avp Programmer Prof Mkts,Officer Tech Prog Associate,Vp Programmer Prof Mkts,Assistant Vice President Quantitative Finance Analyst,Technology Associate","933,854,186,164,158","100,92,90,84,69","$111,731",1,2016
4109,0,781,Mphasis Corporation,5,"Houston,TX,New YorkNY,San FranciscoCA,Jersey CityNJ,Collierville,TN","Software Engineer,Software Programmer Ii,Software Systems Analyst Ii,Technical Analyst,Test Engineer","221,200,192,179,119","707,170,166,145,144","$72,586",4,2018
4109,7,1011,Mphasis Corporation,4,"Houston,TX,New YorkNY,San FranciscoCA,Jersey CityNJ,Collierville,TN","Software Engineer,Software Programmer Ii,Software Systems Analyst Ii,Technical Analyst,Test Engineer","221,200,192,179,119","707,170,166,145,144","$72,776",9,2017
4109,1,773,Mphasis Corporation,2,"Houston,TX,New YorkNY,San FranciscoCA,Jersey CityNJ,Collierville,TN","Software Engineer,Software Programmer Ii,Software Systems Analyst Ii,Technical Analyst,Test Engineer","221,200,192,179,119","707,170,166,145,144","$314,823",7,2016
3810,99,545,"Capital One Services, Llc",3,"Richmond,VA,Mclean,VA,Plano,TX,Vienna,VA,New YorkNY","Senior Software Engineer,Software Engineer,Master Software Engineer,Senior Data Analyst,Principal Data Analyst","699,519,452,402,116","623,399,218,132,79","$115,557",9,2018
3810,171,855,"Capital One Services, Llc",15,"Richmond,VA,Mclean,VA,Plano,TX,Vienna,VA,New YorkNY","Senior Software Engineer,Software Engineer,Master Software Engineer,Senior Data Analyst,Principal Data Analyst","699,519,452,402,116","623,399,218,132,79","$108,026",6,2017
3810,111,544,"Capital One Services, Llc",5,"Richmond,VA,Mclean,VA,Plano,TX,Vienna,VA,New YorkNY","Senior Software Engineer,Software Engineer,Master Software Engineer,Senior Data Analyst,Principal Data Analyst","699,519,452,402,116","623,399,218,132,79","$107,427",10,2016
5950,37,1240,"Salesforce.Com, Inc.",8,"San FranciscoCA,Indianapolis,IN,Bellevue,WA,New YorkNY,Hillsboro,OR","Software Engineer,Senior Software Engineer,Software Engineering Smts,Senior Member Of Technical Staff,Lead Software Engineer","2046,257,144,93,79","204,158,106,82,52","$126,598",19,2018
5950,3,1031,"Salesforce.Com, Inc.",12,"San FranciscoCA,Indianapolis,IN,Bellevue,WA,New YorkNY,Hillsboro,OR","Software Engineer,Senior Software Engineer,Software Engineering Smts,Senior Member Of Technical Staff,Lead Software Engineer","2046,257,144,93,79","204,158,106,82,52","$120,982",3,2017
5950,8,831,"Salesforce.Com, Inc.",9,"San FranciscoCA,Indianapolis,IN,Bellevue,WA,New YorkNY,Hillsboro,OR","Software Engineer,Senior Software Engineer,Software Engineering Smts,Senior Member Of Technical Staff,Lead Software Engineer","2046,257,144,93,79","204,158,106,82,52","$117,209",15,2016
6017,145,1408,"Wal-Mart Associates, Inc.",2,"Bentonville,AR,Sunnyvale,CA,San BrunoCA,Reston,VA,Southlake,TX","Programmer Analyst,Senior Software Engineer,Software Engineer Iii,Staff Software Engineer,Senior Programmer Analyst","1496,1206,544,95,49","602,371,224,181,165","$116,292",54,2018
6017,196,893,"Wal-Mart Associates, Inc.",2,"Bentonville,AR,Sunnyvale,CA,San BrunoCA,Reston,VA,Southlake,TX","Programmer Analyst,Senior Software Engineer,Software Engineer Iii,Staff Software Engineer,Senior Programmer Analyst","1496,1206,544,95,49","602,371,224,181,165","$115,366",25,2017
6017,111,760,"Wal-Mart Associates, Inc.",0,"Bentonville,AR,Sunnyvale,CA,San BrunoCA,Reston,VA,Southlake,TX","Programmer Analyst,Senior Software Engineer,Software Engineer Iii,Staff Software Engineer,Senior Programmer Analyst","1496,1206,544,95,49","602,371,224,181,165","$116,902",22,2016
6283,0,1718,"Compunnel Software Group, Inc.",9,"Charlotte,NC,New YorkNY,Chicago,IL,San FranciscoCA,Philadelphia,PA","Systems Analyst,Software Developer,Business Analyst,Software Developers,Database Administrator","229,157,111,84,72","1801,912,252,194,184","$88,707",1,2018
6283,0,1130,"Compunnel Software Group, Inc.",12,"Charlotte,NC,New YorkNY,Chicago,IL,San FranciscoCA,Philadelphia,PA","Systems Analyst,Software Developer,Business Analyst,Software Developers,Database Administrator","229,157,111,84,72","1801,912,252,194,184","$71,388",1,2017
6283,0,952,"Compunnel Software Group, Inc.",1,"Charlotte,NC,New YorkNY,Chicago,IL,San FranciscoCA,Philadelphia,PA","Systems Analyst,Software Developer,Business Analyst,Software Developers,Database Administrator","229,157,111,84,72","1801,912,252,194,184","$68,736",0,2016
63,0,1024,"Mastech Digital Technologies, Inc., A Mastech Digital, Inc. Company",3,"Pittsburgh,PA,Irving,TX,Atlanta,GA,Chicago,IL,San RamonCA","Senior Software Developer,Software Developer,Senior Business Analyst,Senior Quality Assurance Analyst,Senior Computer Programmer","285,81,71,65,50","1230,364,89,88,65","$99,619",1,2018
63,0,1138,"Mastech Digital Technologies, Inc., A Mastech Digital, Inc. Company",5,"Pittsburgh,PA,Irving,TX,Atlanta,GA,Chicago,IL,San RamonCA","Senior Software Developer,Software Developer,Senior Business Analyst,Senior Quality Assurance Analyst,Senior Computer Programmer","285,81,71,65,50","1230,364,89,88,65","$95,858",1,2017
63,0,29,"Mastech Digital Technologies, Inc., A Mastech Digital, Inc. Company",0,"Pittsburgh,PA,Irving,TX,Atlanta,GA,Chicago,IL,San RamonCA","Senior Software Developer,Software Developer,Senior Business Analyst,Senior Quality Assurance Analyst,Senior Computer Programmer","285,81,71,65,50","1230,364,89,88,65","$99,836",0,2016
4426,1,18,"Ntt Data, Inc.",0,"Charlotte,NC,Jacksonville,FL,Durham,NC,Tempe,AZ,Bloomington,IL","Software Developer,Computer Systems Analyst,Computer Programmer,Software Quality Assurance Engineer And Tester,Information Technology Project Manager","171,113,73,70,69","736,653,307,186,127","$107,581",2,2018
4426,2,1156,"Ntt Data, Inc.",3,"Charlotte,NC,Jacksonville,FL,Durham,NC,Tempe,AZ,Bloomington,IL","Software Developer,Computer Systems Analyst,Computer Programmer,Software Quality Assurance Engineer And Tester,Information Technology Project Manager","171,113,73,70,69","736,653,307,186,127","$96,564",4,2017
4426,0,1243,"Ntt Data, Inc.",7,"Charlotte,NC,Jacksonville,FL,Durham,NC,Tempe,AZ,Bloomington,IL","Software Developer,Computer Systems Analyst,Computer Programmer,Software Quality Assurance Engineer And Tester,Information Technology Project Manager","171,113,73,70,69","736,653,307,186,127","$94,255",3,2016
5139,201,866,Kpmg Llp,17,"New YorkNY,Chicago,IL,Santa ClaraCA,Atlanta,GA,San FranciscoCA","Associate,Senior Associate,Manager,Director,Senior Specialist","783,283,229,191,184","1317,1240,675,114,60","$108,244",19,2018
5139,246,906,Kpmg Llp,18,"New YorkNY,Chicago,IL,Santa ClaraCA,Atlanta,GA,San FranciscoCA","Associate,Senior Associate,Manager,Director,Senior Specialist","783,283,229,191,184","1317,1240,675,114,60","$102,661",49,2017
5139,34,1169,Kpmg Llp,20,"New YorkNY,Chicago,IL,Santa ClaraCA,Atlanta,GA,San FranciscoCA","Associate,Senior Associate,Manager,Director,Senior Specialist","783,283,229,191,184","1317,1240,675,114,60","$97,385",24,2016
6721,686,937,"Hexaware Technologies, Inc.",0,"Mclean,VA,Alpharetta,GA,Chicago,IL,Reston,VA,Atlanta,GA","Systems Analyst,Computer Programmer,Technical Architect,Software Engineer,Senior Technical Architect","732,495,325,310,207","1256,1231,1053,291,118","$79,055",4,2018
6721,12,1219,"Hexaware Technologies, Inc.",5,"Mclean,VA,Alpharetta,GA,Chicago,IL,Reston,VA,Atlanta,GA","Systems Analyst,Computer Programmer,Technical Architect,Software Engineer,Senior Technical Architect","732,495,325,310,207","1256,1231,1053,291,118","$78,344",22,2017
6721,27,1512,"Hexaware Technologies, Inc.",3,"Mclean,VA,Alpharetta,GA,Chicago,IL,Reston,VA,Atlanta,GA","Systems Analyst,Computer Programmer,Technical Architect,Software Engineer,Senior Technical Architect","732,495,325,310,207","1256,1231,1053,291,118","$72,335",92,2016
5359,5,1110,"Pricewaterhousecoopers, Llp",6,"New YorkNY,San JoseCA,Chicago,IL,San FranciscoCA,Boston,MA","Assurance Associate,Assurance Senior Associate,Tax Associate,Assurance Manager,Tax Senior Associate","860,261,239,216,198","1133,712,451,317,272","$95,139",5,2018
5359,5,1269,"Pricewaterhousecoopers, Llp",19,"New YorkNY,San JoseCA,Chicago,IL,San FranciscoCA,Boston,MA","Assurance Associate,Assurance Senior Associate,Tax Associate,Assurance Manager,Tax Senior Associate","860,261,239,216,198","1133,712,451,317,272","$84,117",7,2017
5359,4,1069,"Pricewaterhousecoopers, Llp",14,"New YorkNY,San JoseCA,Chicago,IL,San FranciscoCA,Boston,MA","Assurance Associate,Assurance Senior Associate,Tax Associate,Assurance Manager,Tax Senior Associate","860,261,239,216,198","1133,712,451,317,272","$91,618",8,2016
9020,149,3129,Syntel Inc,3,"Phoenix,AZ,Collierville,TN,New YorkNY,Boston,MA,Atlanta,GA","Programmer Analyst,Project Manager,Project Lead,Technical Lead,Software Engineer","830,531,266,247,245","3929,908,110,86,57","$79,266",60,2018
9020,60,1318,Syntel Inc,1,"Phoenix,AZ,Collierville,TN,New YorkNY,Boston,MA,Atlanta,GA","Programmer Analyst,Project Manager,Project Lead,Technical Lead,Software Engineer","830,531,266,247,245","3929,908,110,86,57","$93,227",24,2017
9020,30,622,Syntel Inc,3,"Phoenix,AZ,Collierville,TN,New YorkNY,Boston,MA,Atlanta,GA","Programmer Analyst,Project Manager,Project Lead,Technical Lead,Software Engineer","830,531,266,247,245","3929,908,110,86,57","$91,022",12,2016
882,0,104,"Pvr America, Inc.",1,"Irving,TX,Austin,TX,New YorkNY,Dallas,TX,Atlanta,GA","Computer Systems Analyst,Programmer Analyst,Business Data Analyst,Quality Systems Analyst,Computer Systems Analysts","480,18,10,,","248,215,85,65,21","$89,838",0,2018
882,0,521,"Pvr America, Inc.",2,"Irving,TX,Austin,TX,New YorkNY,Dallas,TX,Atlanta,GA","Computer Systems Analyst,Programmer Analyst,Business Data Analyst,Quality Systems Analyst,Computer Systems Analysts","480,18,10,,","248,215,85,65,21","$63,203",1,2017
882,0,115,"Pvr America, Inc.",0,"Irving,TX,Austin,TX,New YorkNY,Dallas,TX,Atlanta,GA","Computer Systems Analyst,Programmer Analyst,Business Data Analyst,Quality Systems Analyst,Computer Systems Analysts","480,18,10,,","248,215,85,65,21","$62,694",1,2016
2451,118,454,"ERP Analysts, Inc",0,,,,,"$96,486",11,2018
2451,111,410,"ERP Analysts, Inc",2,,,,,"$77,060",3,2017
2451,26,494,"ERP Analysts, Inc",0,,,,,"$68,969",0,2016
80,3,497,"Reliable Software Resources, Inc.",2,"Charlotte,NC,Northville,MI,Columbus,OH,Atlanta,GA,St LouisMO","Programmer Analyst,Software Developer,Senior Enterprise Solution Architect,Cis Manager,Data Scientist","87,64,28,27,24","1445,22,10,,","$78,947",8,2018
80,0,526,"Reliable Software Resources, Inc.",3,"Charlotte,NC,Northville,MI,Columbus,OH,Atlanta,GA,St LouisMO","Programmer Analyst,Software Developer,Senior Enterprise Solution Architect,Cis Manager,Data Scientist","87,64,28,27,24","1445,22,10,,","$70,635",0,2017
80,0,475,"Reliable Software Resources, Inc.",0,"Charlotte,NC,Northville,MI,Columbus,OH,Atlanta,GA,St LouisMO","Programmer Analyst,Software Developer,Senior Enterprise Solution Architect,Cis Manager,Data Scientist","87,64,28,27,24","1445,22,10,,","$62,068",0,2016
1965,15,362,"3i Infotech, Inc.",0,"Edison,NJ,New YorkNY,Atlanta,GA,Reston,VA,Maryland HeightsMO","Programmer Analyst,Software Developer,Systems Analyst,Java Developer,Software Engineer","660,25,20,20,16","757,187,61,23,22","$86,963",16,2018
1965,2,514,"3i Infotech, Inc.",0,"Edison,NJ,New YorkNY,Atlanta,GA,Reston,VA,Maryland HeightsMO","Programmer Analyst,Software Developer,Systems Analyst,Java Developer,Software Engineer","660,25,20,20,16","757,187,61,23,22","$64,453",15,2017
1965,6,453,"3i Infotech, Inc.",0,"Edison,NJ,New YorkNY,Atlanta,GA,Reston,VA,Maryland HeightsMO","Programmer Analyst,Software Developer,Systems Analyst,Java Developer,Software Engineer","660,25,20,20,16","757,187,61,23,22","$64,018",7,2016
83,112,320,"Capital One, National Association",6,"Wilmington,DE,Plano,TX,Mclean,VA,Rolling MeadowsIL,San FranciscoCA","Senior Software Engineer,Software Engineer,Senior Data Analyst,Senior Business Analyst,Business Manager","278,238,229,152,136","274,186,160,106,97","$113,227",10,2018
83,119,410,"Capital One, National Association",5,"Wilmington,DE,Plano,TX,Mclean,VA,Rolling MeadowsIL,San FranciscoCA","Senior Software Engineer,Software Engineer,Senior Data Analyst,Senior Business Analyst,Business Manager","278,238,229,152,136","274,186,160,106,97","$109,175",3,2017
